gid,bld_id,ppty_use,ppty_id,businame,busitype,busiprod,ppty_plt_n,ppty_strn,ppty_addy,busireg_st,busi_regno,busi_inc_y,staf_str,contact,tax_appli,tin_status,tin_no,lt_pd_year,lt_amt_pd,x,y
811,3790,INSTITUTIONAL,I100000809,,MEDIUM,EDUCATION,,,,REGISTERD,13108,18991230,15,,EDUCATIONAL,YES,1110176,,100000,3.179456,6.480995
812,3791,INSTITUTIONAL,I100000810,,MEDIUM,EDUCATION,,,,REGISTERD,13109,18991230,15,,EDUCATIONAL,YES,1110177,,100000,3.179394,6.481068
813,3792,INSTITUTIONAL,I100000811,,MEDIUM,EDUCATION,,,,REGISTERD,13110,18991230,15,,EDUCATIONAL,YES,1110178,,100000,3.179366,6.481017
814,3793,INSTITUTIONAL,I100000812,,MEDIUM,EDUCATION,,,,REGISTERD,13111,18991230,15,,EDUCATIONAL,YES,1110179,,100000,3.178415,6.481137
815,3794,INSTITUTIONAL,I100000813,,MEDIUM,EDUCATION,,,,REGISTERD,13112,18991230,15,,EDUCATIONAL,YES,1110180,,100000,3.178347,6.481159
816,3795,INSTITUTIONAL,I100000814,,MEDIUM,EDUCATION,,,,REGISTERD,13113,18991230,15,,EDUCATIONAL,YES,1110181,,100000,3.178034,6.482044
817,3796,INSTITUTIONAL,I100000815,,MEDIUM,EDUCATION,,,,REGISTERD,13114,18991230,15,,EDUCATIONAL,YES,1110182,,100000,3.178217,6.481667
818,3797,INSTITUTIONAL,I100000816,,MEDIUM,EDUCATION,,,,REGISTERD,13115,18991230,15,,EDUCATIONAL,YES,1110183,,100000,3.179080,6.482340
819,3798,INSTITUTIONAL,I100000817,,MEDIUM,EDUCATION,,,,REGISTERD,13116,18991230,15,,EDUCATIONAL,YES,1110184,,100000,3.189570,6.472239
820,3799,INSTITUTIONAL,I100000818,,MEDIUM,EDUCATION,,,,REGISTERD,13117,18991230,15,,EDUCATIONAL,YES,1110185,,100000,3.189559,6.472426
821,3800,INSTITUTIONAL,I100000819,,MEDIUM,EDUCATION,,,,REGISTERD,13118,18991230,15,,EDUCATIONAL,YES,1110186,,100000,3.189331,6.472266
822,3801,INSTITUTIONAL,I100000820,,MEDIUM,EDUCATION,,,,REGISTERD,13119,18991230,15,,EDUCATIONAL,YES,1110187,,100000,3.189531,6.472085
823,3802,INSTITUTIONAL,I100000821,,MEDIUM,EDUCATION,,,,REGISTERD,13120,18991230,15,,EDUCATIONAL,YES,1110188,,100000,3.189252,6.472325
824,3803,INSTITUTIONAL,I100000822,,MEDIUM,EDUCATION,,,,REGISTERD,13121,18991230,15,,EDUCATIONAL,YES,1110189,,100000,3.189187,6.472356
825,3804,INSTITUTIONAL,I100000823,,MEDIUM,EDUCATION,,,,REGISTERD,13122,18991230,15,,EDUCATIONAL,YES,1110190,,100000,3.188401,6.472235
826,3805,INSTITUTIONAL,I100000824,,MEDIUM,EDUCATION,,,,REGISTERD,13123,18991230,15,,EDUCATIONAL,YES,1110191,,100000,3.188373,6.472291
827,3806,INSTITUTIONAL,I100000825,,MEDIUM,EDUCATION,,,,REGISTERD,13124,18991230,15,,EDUCATIONAL,YES,1110192,,100000,3.188375,6.472069
828,3807,INSTITUTIONAL,I100000826,,MEDIUM,EDUCATION,,,,REGISTERD,13125,18991230,15,,EDUCATIONAL,YES,1110193,,100000,3.188762,6.472316
829,3808,INSTITUTIONAL,I100000827,,MEDIUM,EDUCATION,,,,REGISTERD,13126,18991230,15,,EDUCATIONAL,YES,1110194,,100000,3.188862,6.472305
830,3809,INSTITUTIONAL,I100000828,,MEDIUM,EDUCATION,,,,REGISTERD,13127,18991230,15,,EDUCATIONAL,YES,1110195,,100000,3.188830,6.472218
831,3810,INSTITUTIONAL,I100000829,,MEDIUM,EDUCATION,,,,REGISTERD,13128,18991230,15,,EDUCATIONAL,YES,1110196,,100000,3.188892,6.472175
832,3811,INSTITUTIONAL,I100000830,,MEDIUM,EDUCATION,,,,REGISTERD,13129,18991230,15,,EDUCATIONAL,YES,1110197,,100000,3.189094,6.472095
833,3812,INSTITUTIONAL,I100000831,,MEDIUM,EDUCATION,,,,REGISTERD,13130,18991230,15,,EDUCATIONAL,YES,1110198,,100000,3.191371,6.471947
834,3813,INSTITUTIONAL,I100000832,,MEDIUM,EDUCATION,,,,REGISTERD,13131,18991230,15,,EDUCATIONAL,YES,1110199,,100000,3.191091,6.471774
835,3814,INSTITUTIONAL,I100000833,,MEDIUM,EDUCATION,,,,REGISTERD,13132,18991230,15,,EDUCATIONAL,YES,1110200,,100000,3.191021,6.471798
836,3815,INSTITUTIONAL,I100000834,,MEDIUM,EDUCATION,,,,REGISTERD,13133,18991230,15,,EDUCATIONAL,YES,1110201,,100000,3.191036,6.472013
837,3816,INSTITUTIONAL,I100000835,,MEDIUM,EDUCATION,,,,REGISTERD,13134,18991230,15,,EDUCATIONAL,YES,1110202,,100000,3.191100,6.472038
838,3817,INSTITUTIONAL,I100000836,,MEDIUM,EDUCATION,,,,REGISTERD,13135,18991230,15,,EDUCATIONAL,YES,1110203,,100000,3.190034,6.471900
839,3818,INSTITUTIONAL,I100000837,,MEDIUM,EDUCATION,,,,REGISTERD,13136,18991230,15,,EDUCATIONAL,YES,1110204,,100000,3.190005,6.471292
840,3819,INSTITUTIONAL,I100000838,,MEDIUM,EDUCATION,,,,REGISTERD,13137,18991230,15,,EDUCATIONAL,YES,1110205,,100000,3.185771,6.474198
841,3820,INSTITUTIONAL,I100000839,,MEDIUM,EDUCATION,,,,REGISTERD,13138,18991230,15,,EDUCATIONAL,YES,1110206,,100000,3.186747,6.473551
842,3821,INSTITUTIONAL,I100000840,,MEDIUM,EDUCATION,,,,REGISTERD,13139,18991230,15,,EDUCATIONAL,YES,1110207,,100000,3.186824,6.473654
843,3822,INSTITUTIONAL,I100000841,,MEDIUM,EDUCATION,,,,REGISTERD,13140,18991230,15,,EDUCATIONAL,YES,1110208,,100000,3.189685,6.472475
844,3823,INSTITUTIONAL,I100000842,,MEDIUM,EDUCATION,,,,REGISTERD,13141,18991230,15,,EDUCATIONAL,YES,1110209,,100000,3.189509,6.472458
845,3824,INSTITUTIONAL,I100000843,,MEDIUM,EDUCATION,,,,REGISTERD,13142,18991230,15,,EDUCATIONAL,YES,1110210,,100000,3.189380,6.472425
846,3825,INSTITUTIONAL,I100000844,,MEDIUM,EDUCATION,,,,REGISTERD,13143,18991230,15,,EDUCATIONAL,YES,1110211,,100000,3.189174,6.472459
847,3826,INSTITUTIONAL,I100000845,,MEDIUM,EDUCATION,,,,REGISTERD,13144,18991230,15,,EDUCATIONAL,YES,1110212,,100000,3.189077,6.472424
848,3827,INSTITUTIONAL,I100000846,,MEDIUM,EDUCATION,,,,REGISTERD,13145,18991230,15,,EDUCATIONAL,YES,1110213,,100000,3.189005,6.472449
849,3828,INSTITUTIONAL,I100000847,,MEDIUM,EDUCATION,,,,REGISTERD,13146,18991230,15,,EDUCATIONAL,YES,1110214,,100000,3.188941,6.472520
850,3829,INSTITUTIONAL,I100000848,,MEDIUM,EDUCATION,,,,REGISTERD,13147,18991230,15,,EDUCATIONAL,YES,1110215,,100000,3.188012,6.472535
851,3830,INSTITUTIONAL,I100000849,,MEDIUM,EDUCATION,,,,REGISTERD,13148,18991230,15,,EDUCATIONAL,YES,1110216,,100000,3.187893,6.472428
852,3831,INSTITUTIONAL,I100000850,,MEDIUM,EDUCATION,,,,REGISTERD,13149,18991230,15,,EDUCATIONAL,YES,1110217,,100000,3.188131,6.472425
853,3832,INSTITUTIONAL,I100000851,,MEDIUM,EDUCATION,,,,REGISTERD,13150,18991230,15,,EDUCATIONAL,YES,1110218,,100000,3.188369,6.472259
854,3833,INSTITUTIONAL,I100000852,,MEDIUM,EDUCATION,,,,REGISTERD,13151,18991230,15,,EDUCATIONAL,YES,1110219,,100000,3.188414,6.472484
855,3834,INSTITUTIONAL,I100000853,,MEDIUM,EDUCATION,,,,REGISTERD,13152,18991230,15,,EDUCATIONAL,YES,1110220,,100000,3.188612,6.472348
856,3835,INSTITUTIONAL,I100000854,,MEDIUM,EDUCATION,,,,REGISTERD,13153,18991230,15,,EDUCATIONAL,YES,1110221,,100000,3.196780,6.472441
857,3836,INSTITUTIONAL,I100000855,,MEDIUM,EDUCATION,,,,REGISTERD,13154,18991230,15,,EDUCATIONAL,YES,1110222,,100000,3.196765,6.472515
858,3837,INSTITUTIONAL,I100000856,,MEDIUM,EDUCATION,,,,REGISTERD,13155,18991230,15,,EDUCATIONAL,YES,1110223,,100000,3.195994,6.472491
859,3838,INSTITUTIONAL,I100000857,,MEDIUM,EDUCATION,,,,REGISTERD,13156,18991230,15,,EDUCATIONAL,YES,1110224,,100000,3.196587,6.472538
860,3839,INSTITUTIONAL,I100000858,,MEDIUM,EDUCATION,,,,REGISTERD,13157,18991230,15,,EDUCATIONAL,YES,1110225,,100000,3.196297,6.472530
861,3840,INSTITUTIONAL,I100000859,,MEDIUM,EDUCATION,,,,REGISTERD,13158,18991230,15,,EDUCATIONAL,YES,1110226,,100000,3.194239,6.472399
862,3841,INSTITUTIONAL,I100000860,,MEDIUM,EDUCATION,,,,REGISTERD,13159,18991230,15,,EDUCATIONAL,YES,1110227,,100000,3.194514,6.472463
863,3842,INSTITUTIONAL,I100000861,,MEDIUM,EDUCATION,,,,REGISTERD,13160,18991230,15,,EDUCATIONAL,YES,1110228,,100000,3.194932,6.472336
864,3843,INSTITUTIONAL,I100000862,,MEDIUM,EDUCATION,,,,REGISTERD,13161,18991230,15,,EDUCATIONAL,YES,1110229,,100000,3.194941,6.472449
865,3844,INSTITUTIONAL,I100000863,,MEDIUM,EDUCATION,,,,REGISTERD,13162,18991230,15,,EDUCATIONAL,YES,1110230,,100000,3.195031,6.472522
866,3845,INSTITUTIONAL,I100000864,,MEDIUM,EDUCATION,,,,REGISTERD,13163,18991230,15,,EDUCATIONAL,YES,1110231,,100000,3.185968,6.476005
867,3846,INSTITUTIONAL,I100000865,,MEDIUM,EDUCATION,,,,REGISTERD,13164,18991230,15,,EDUCATIONAL,YES,1110232,,100000,3.185900,6.475964
868,3847,INSTITUTIONAL,I100000866,,MEDIUM,EDUCATION,,,,REGISTERD,13165,18991230,15,,EDUCATIONAL,YES,1110233,,100000,3.185802,6.476035
869,3848,INSTITUTIONAL,I100000867,,MEDIUM,EDUCATION,,,,REGISTERD,13166,18991230,15,,EDUCATIONAL,YES,1110234,,100000,3.185721,6.476174
870,3849,INSTITUTIONAL,I100000868,,MEDIUM,EDUCATION,,,,REGISTERD,13167,18991230,15,,EDUCATIONAL,YES,1110235,,100000,3.185589,6.476269
871,3850,INSTITUTIONAL,I100000869,,MEDIUM,EDUCATION,,,,REGISTERD,13168,18991230,15,,EDUCATIONAL,YES,1110236,,100000,3.185498,6.476320
872,3851,INSTITUTIONAL,I100000870,,MEDIUM,EDUCATION,,,,REGISTERD,13169,18991230,15,,EDUCATIONAL,YES,1110237,,100000,3.185398,6.476421
873,3852,INSTITUTIONAL,I100000871,,MEDIUM,EDUCATION,,,,REGISTERD,13170,18991230,15,,EDUCATIONAL,YES,1110238,,100000,3.186042,6.475477
874,3853,INSTITUTIONAL,I100000872,,MEDIUM,EDUCATION,,,,REGISTERD,13171,18991230,15,,EDUCATIONAL,YES,1110239,,100000,3.186199,6.475379
875,3854,INSTITUTIONAL,I100000873,,MEDIUM,EDUCATION,,,,REGISTERD,13172,18991230,15,,EDUCATIONAL,YES,1110240,,100000,3.185510,6.475262
876,3855,INSTITUTIONAL,I100000874,,MEDIUM,EDUCATION,,,,REGISTERD,13173,18991230,15,,EDUCATIONAL,YES,1110241,,100000,3.185528,6.474995
877,3856,INSTITUTIONAL,I100000875,,MEDIUM,EDUCATION,,,,REGISTERD,13174,18991230,15,,EDUCATIONAL,YES,1110242,,100000,3.185298,6.474431
878,3857,INSTITUTIONAL,I100000876,,MEDIUM,EDUCATION,,,,REGISTERD,13175,18991230,15,,EDUCATIONAL,YES,1110243,,100000,3.185570,6.474421
879,3858,INSTITUTIONAL,I100000877,,MEDIUM,EDUCATION,,,,REGISTERD,13176,18991230,15,,EDUCATIONAL,YES,1110244,,100000,3.185519,6.474278
880,3859,INSTITUTIONAL,I100000878,,MEDIUM,EDUCATION,,,,REGISTERD,13177,18991230,15,,EDUCATIONAL,YES,1110245,,100000,3.186442,6.476047
881,3860,INSTITUTIONAL,I100000879,,MEDIUM,EDUCATION,,,,REGISTERD,13178,18991230,15,,EDUCATIONAL,YES,1110246,,100000,3.186865,6.474900
882,3861,INSTITUTIONAL,I100000880,,MEDIUM,EDUCATION,,,,REGISTERD,13179,18991230,15,,EDUCATIONAL,YES,1110247,,100000,3.186700,6.475006
883,3862,INSTITUTIONAL,I100000881,,MEDIUM,EDUCATION,,,,REGISTERD,13180,18991230,15,,EDUCATIONAL,YES,1110248,,100000,3.186716,6.475051
884,3863,INSTITUTIONAL,I100000882,,MEDIUM,EDUCATION,,,,REGISTERD,13181,18991230,15,,EDUCATIONAL,YES,1110249,,100000,3.186998,6.476754
885,3864,INSTITUTIONAL,I100000883,,MEDIUM,EDUCATION,,,,REGISTERD,13182,18991230,15,,EDUCATIONAL,YES,1110250,,100000,3.187266,6.476624
886,3865,INSTITUTIONAL,I100000884,,MEDIUM,EDUCATION,,,,REGISTERD,13183,18991230,15,,EDUCATIONAL,YES,1110251,,100000,3.187699,6.476571
887,3866,INSTITUTIONAL,I100000885,,MEDIUM,EDUCATION,,,,REGISTERD,13184,18991230,15,,EDUCATIONAL,YES,1110252,,100000,3.187797,6.476630
888,3867,INSTITUTIONAL,I100000886,,MEDIUM,EDUCATION,,,,REGISTERD,13185,18991230,15,,EDUCATIONAL,YES,1110253,,100000,3.187389,6.476143
889,3868,INSTITUTIONAL,I100000887,,MEDIUM,EDUCATION,,,,REGISTERD,13186,18991230,15,,EDUCATIONAL,YES,1110254,,100000,3.188807,6.476358
890,3869,INSTITUTIONAL,I100000888,,MEDIUM,EDUCATION,,,,REGISTERD,13187,18991230,15,,EDUCATIONAL,YES,1110255,,100000,3.188986,6.476268
891,3870,INSTITUTIONAL,I100000889,,MEDIUM,EDUCATION,,,,REGISTERD,13188,18991230,15,,EDUCATIONAL,YES,1110256,,100000,3.188962,6.476020
892,3871,INSTITUTIONAL,I100000890,,MEDIUM,EDUCATION,,,,REGISTERD,13189,18991230,15,,EDUCATIONAL,YES,1110257,,100000,3.188994,6.475885
893,3872,INSTITUTIONAL,I100000891,,MEDIUM,EDUCATION,,,,REGISTERD,13190,18991230,15,,EDUCATIONAL,YES,1110258,,100000,3.188959,6.475776
894,3873,INSTITUTIONAL,I100000892,,MEDIUM,EDUCATION,,,,REGISTERD,13191,18991230,15,,EDUCATIONAL,YES,1110259,,100000,3.187488,6.475263
895,3874,INSTITUTIONAL,I100000893,,MEDIUM,EDUCATION,,,,REGISTERD,13192,18991230,15,,EDUCATIONAL,YES,1110260,,100000,3.187462,6.474432
896,3875,INSTITUTIONAL,I100000894,,MEDIUM,EDUCATION,,,,REGISTERD,13193,18991230,15,,EDUCATIONAL,YES,1110261,,100000,3.187461,6.474883
897,3876,INSTITUTIONAL,I100000895,,MEDIUM,EDUCATION,,,,REGISTERD,13194,18991230,15,,EDUCATIONAL,YES,1110262,,100000,3.187836,6.474542
898,3877,INSTITUTIONAL,I100000896,,MEDIUM,EDUCATION,,,,REGISTERD,13195,18991230,15,,EDUCATIONAL,YES,1110263,,100000,3.187827,6.474412
899,3878,INSTITUTIONAL,I100000897,,MEDIUM,EDUCATION,,,,REGISTERD,13196,18991230,15,,EDUCATIONAL,YES,1110264,,100000,3.188058,6.474713
900,3879,INSTITUTIONAL,I100000898,,MEDIUM,EDUCATION,,,,REGISTERD,13197,18991230,15,,EDUCATIONAL,YES,1110265,,100000,3.188154,6.474685
901,3880,INSTITUTIONAL,I100000899,,MEDIUM,EDUCATION,,,,REGISTERD,13198,18991230,15,,EDUCATIONAL,YES,1110266,,100000,3.188364,6.474355
902,3881,INSTITUTIONAL,I100000900,,MEDIUM,EDUCATION,,,,REGISTERD,13199,18991230,15,,EDUCATIONAL,YES,1110267,,100000,3.186394,6.478483
903,3882,INSTITUTIONAL,I100000901,,MEDIUM,EDUCATION,,,,REGISTERD,13200,18991230,15,,EDUCATIONAL,YES,1110268,,100000,3.186775,6.477682
904,3883,INSTITUTIONAL,I100000902,,MEDIUM,EDUCATION,,,,REGISTERD,13201,18991230,15,,EDUCATIONAL,YES,1110269,,100000,3.187224,6.478929
905,3884,INSTITUTIONAL,I100000903,,MEDIUM,EDUCATION,,,,REGISTERD,13202,18991230,15,,EDUCATIONAL,YES,1110270,,100000,3.185773,6.477625
906,3885,INSTITUTIONAL,I100000904,,MEDIUM,EDUCATION,,,,REGISTERD,13203,18991230,15,,EDUCATIONAL,YES,1110271,,100000,3.187400,6.478674
907,3886,INSTITUTIONAL,I100000905,,MEDIUM,EDUCATION,,,,REGISTERD,13204,18991230,15,,EDUCATIONAL,YES,1110272,,100000,3.186219,6.478245
908,3887,INSTITUTIONAL,I100000906,,MEDIUM,EDUCATION,,,,REGISTERD,13205,18991230,15,,EDUCATIONAL,YES,1110273,,100000,3.186160,6.478203
909,3888,INSTITUTIONAL,I100000907,,MEDIUM,EDUCATION,,,,REGISTERD,13206,18991230,15,,EDUCATIONAL,YES,1110274,,100000,3.187073,6.478330
910,3889,INSTITUTIONAL,I100000908,,MEDIUM,EDUCATION,,,,REGISTERD,13207,18991230,15,,EDUCATIONAL,YES,1110275,,100000,3.187486,6.478459
911,3890,INSTITUTIONAL,I100000909,,MEDIUM,EDUCATION,,,,REGISTERD,13208,18991230,15,,EDUCATIONAL,YES,1110276,,100000,3.181742,6.478155
912,3891,INSTITUTIONAL,I100000910,,MEDIUM,EDUCATION,,,,REGISTERD,13209,18991230,15,,EDUCATIONAL,YES,1110277,,100000,3.183477,6.479015
913,3892,INSTITUTIONAL,I100000911,,MEDIUM,EDUCATION,,,,REGISTERD,13210,18991230,15,,EDUCATIONAL,YES,1110278,,100000,3.182104,6.478673
914,3893,INSTITUTIONAL,I100000912,,MEDIUM,EDUCATION,,,,REGISTERD,13211,18991230,15,,EDUCATIONAL,YES,1110279,,100000,3.181984,6.482368
915,3894,INSTITUTIONAL,I100000913,,MEDIUM,EDUCATION,,,,REGISTERD,13212,18991230,15,,EDUCATIONAL,YES,1110280,,100000,3.182775,6.478661
916,3895,INSTITUTIONAL,I100000914,,MEDIUM,EDUCATION,,,,REGISTERD,13213,18991230,15,,EDUCATIONAL,YES,1110281,,100000,3.182882,6.478602
917,3896,INSTITUTIONAL,I100000915,,MEDIUM,EDUCATION,,,,REGISTERD,13214,18991230,15,,EDUCATIONAL,YES,1110282,,100000,3.183197,6.478968
918,3897,INSTITUTIONAL,I100000916,,MEDIUM,EDUCATION,,,,REGISTERD,13215,18991230,15,,EDUCATIONAL,YES,1110283,,100000,3.182686,6.478968
919,3898,INSTITUTIONAL,I100000917,,MEDIUM,EDUCATION,,,,REGISTERD,13216,18991230,15,,EDUCATIONAL,YES,1110284,,100000,3.180624,6.478479
920,3899,INSTITUTIONAL,I100000918,,MEDIUM,EDUCATION,,,,REGISTERD,13217,18991230,15,,EDUCATIONAL,YES,1110285,,100000,3.180867,6.478843
921,3900,INSTITUTIONAL,I100000919,,MEDIUM,EDUCATION,,,,REGISTERD,13218,18991230,15,,EDUCATIONAL,YES,1110286,,100000,3.180982,6.478800
922,3901,INSTITUTIONAL,I100000920,,MEDIUM,EDUCATION,,,,REGISTERD,13219,18991230,15,,EDUCATIONAL,YES,1110287,,100000,3.180340,6.478575
923,3902,INSTITUTIONAL,I100000921,,MEDIUM,EDUCATION,,,,REGISTERD,13220,18991230,15,,EDUCATIONAL,YES,1110288,,100000,3.180496,6.478826
924,3903,INSTITUTIONAL,I100000922,,MEDIUM,EDUCATION,,,,REGISTERD,13221,18991230,15,,EDUCATIONAL,YES,1110289,,100000,3.180357,6.478952
925,3904,INSTITUTIONAL,I100000923,,MEDIUM,EDUCATION,,,,REGISTERD,13222,18991230,15,,EDUCATIONAL,YES,1110290,,100000,3.180266,6.478928
926,3905,INSTITUTIONAL,I100000924,,MEDIUM,EDUCATION,,,,REGISTERD,13223,18991230,15,,EDUCATIONAL,YES,1110291,,100000,3.180500,6.479036
927,3906,INSTITUTIONAL,I100000925,,MEDIUM,EDUCATION,,,,REGISTERD,13224,18991230,15,,EDUCATIONAL,YES,1110292,,100000,3.180702,6.479062
928,3907,INSTITUTIONAL,I100000926,,MEDIUM,EDUCATION,,,,REGISTERD,13225,18991230,15,,EDUCATIONAL,YES,1110293,,100000,3.180733,6.478873
929,3908,INSTITUTIONAL,I100000927,,MEDIUM,EDUCATION,,,,REGISTERD,13226,18991230,15,,EDUCATIONAL,YES,1110294,,100000,3.180799,6.478990
930,3909,INSTITUTIONAL,I100000928,,MEDIUM,EDUCATION,,,,REGISTERD,13227,18991230,15,,EDUCATIONAL,YES,1110295,,100000,3.179858,6.478633
931,3910,INSTITUTIONAL,I100000929,,MEDIUM,EDUCATION,,,,REGISTERD,13228,18991230,15,,EDUCATIONAL,YES,1110296,,100000,3.180626,6.478725
932,3911,INSTITUTIONAL,I100000930,,MEDIUM,EDUCATION,,,,REGISTERD,13229,18991230,15,,EDUCATIONAL,YES,1110297,,100000,3.181249,6.477843
933,3912,INSTITUTIONAL,I100000931,,MEDIUM,EDUCATION,,,,REGISTERD,13230,18991230,15,,EDUCATIONAL,YES,1110298,,100000,3.180933,6.477955
934,3913,INSTITUTIONAL,I100000932,,MEDIUM,EDUCATION,,,,REGISTERD,13231,18991230,15,,EDUCATIONAL,YES,1110299,,100000,3.180480,6.478164
935,3914,INSTITUTIONAL,I100000933,,MEDIUM,EDUCATION,,,,REGISTERD,13232,18991230,15,,EDUCATIONAL,YES,1110300,,100000,3.180403,6.478433
936,3915,INSTITUTIONAL,I100000934,,MEDIUM,EDUCATION,,,,REGISTERD,13233,18991230,15,,EDUCATIONAL,YES,1110301,,100000,3.180467,6.478505
937,3916,INSTITUTIONAL,I100000935,,MEDIUM,EDUCATION,,,,REGISTERD,13234,18991230,15,,EDUCATIONAL,YES,1110302,,100000,3.180845,6.478694
938,3917,INSTITUTIONAL,I100000936,,MEDIUM,EDUCATION,,,,REGISTERD,13235,18991230,15,,EDUCATIONAL,YES,1110303,,100000,3.180632,6.479065
939,3918,INSTITUTIONAL,I100000937,,MEDIUM,EDUCATION,,,,REGISTERD,13236,18991230,15,,EDUCATIONAL,YES,1110304,,100000,3.180877,6.479061
940,3919,INSTITUTIONAL,I100000938,,MEDIUM,EDUCATION,,,,REGISTERD,13237,18991230,15,,EDUCATIONAL,YES,1110305,,100000,3.178171,6.480563
941,3920,INSTITUTIONAL,I100000939,,MEDIUM,EDUCATION,,,,REGISTERD,13238,18991230,15,,EDUCATIONAL,YES,1110306,,100000,3.178056,6.480492
942,3921,INSTITUTIONAL,I100000940,,MEDIUM,EDUCATION,,,,REGISTERD,13239,18991230,15,,EDUCATIONAL,YES,1110307,,100000,3.177980,6.480444
943,3922,INSTITUTIONAL,I100000941,,MEDIUM,EDUCATION,,,,REGISTERD,13240,18991230,15,,EDUCATIONAL,YES,1110308,,100000,3.178203,6.480204
944,3923,INSTITUTIONAL,I100000942,,MEDIUM,EDUCATION,,,,REGISTERD,13241,18991230,15,,EDUCATIONAL,YES,1110309,,100000,3.178131,6.480763
945,3924,INSTITUTIONAL,I100000943,,MEDIUM,EDUCATION,,,,REGISTERD,13242,18991230,15,,EDUCATIONAL,YES,1110310,,100000,3.178632,6.480738
946,3925,INSTITUTIONAL,I100000944,,MEDIUM,EDUCATION,,,,REGISTERD,13243,18991230,15,,EDUCATIONAL,YES,1110311,,100000,3.178770,6.480670
947,3926,INSTITUTIONAL,I100000945,,MEDIUM,EDUCATION,,,,REGISTERD,13244,18991230,15,,EDUCATIONAL,YES,1110312,,100000,3.178756,6.480599
948,3927,INSTITUTIONAL,I100000946,,MEDIUM,EDUCATION,,,,REGISTERD,13245,18991230,15,,EDUCATIONAL,YES,1110313,,100000,3.178788,6.480599
949,3928,INSTITUTIONAL,I100000947,,MEDIUM,EDUCATION,,,,REGISTERD,13246,18991230,15,,EDUCATIONAL,YES,1110314,,100000,3.178833,6.480516
950,3929,INSTITUTIONAL,I100000948,,MEDIUM,EDUCATION,,,,REGISTERD,13247,18991230,15,,EDUCATIONAL,YES,1110315,,100000,3.178608,6.480446
951,3930,INSTITUTIONAL,I100000949,,MEDIUM,EDUCATION,,,,REGISTERD,13248,18991230,15,,EDUCATIONAL,YES,1110316,,100000,3.178893,6.480266
952,3931,INSTITUTIONAL,I100000950,,MEDIUM,EDUCATION,,,,REGISTERD,13249,18991230,15,,EDUCATIONAL,YES,1110317,,100000,3.179005,6.480281
953,3932,INSTITUTIONAL,I100000951,,MEDIUM,EDUCATION,,,,REGISTERD,13250,18991230,15,,EDUCATIONAL,YES,1110318,,100000,3.179080,6.480586
954,3933,INSTITUTIONAL,I100000952,,MEDIUM,EDUCATION,,,,REGISTERD,13251,18991230,15,,EDUCATIONAL,YES,1110319,,100000,3.179149,6.480832
955,3934,INSTITUTIONAL,I100000953,,MEDIUM,EDUCATION,,,,REGISTERD,13252,18991230,15,,EDUCATIONAL,YES,1110320,,100000,3.179200,6.480965
956,3935,INSTITUTIONAL,I100000954,,MEDIUM,EDUCATION,,,,REGISTERD,13253,18991230,15,,EDUCATIONAL,YES,1110321,,100000,3.179668,6.480794
957,3936,INSTITUTIONAL,I100000955,,MEDIUM,EDUCATION,,,,REGISTERD,13254,18991230,15,,EDUCATIONAL,YES,1110322,,100000,3.179372,6.480951
958,3937,INSTITUTIONAL,I100000956,,MEDIUM,EDUCATION,,,,REGISTERD,13255,18991230,15,,EDUCATIONAL,YES,1110323,,100000,3.179297,6.480815
959,3938,INSTITUTIONAL,I100000957,,MEDIUM,EDUCATION,,,,REGISTERD,13256,18991230,15,,EDUCATIONAL,YES,1110324,,100000,3.179241,6.480569
960,3939,INSTITUTIONAL,I100000958,,MEDIUM,EDUCATION,,,,REGISTERD,13257,18991230,15,,EDUCATIONAL,YES,1110325,,100000,3.179392,6.480434
961,3940,INSTITUTIONAL,I100000959,,MEDIUM,EDUCATION,,,,REGISTERD,13258,18991230,15,,EDUCATIONAL,YES,1110326,,100000,3.179764,6.480418
962,3941,INSTITUTIONAL,I100000960,,MEDIUM,EDUCATION,,,,REGISTERD,13259,18991230,15,,EDUCATIONAL,YES,1110327,,100000,3.179592,6.480375
963,3942,INSTITUTIONAL,I100000961,,MEDIUM,EDUCATION,,,,REGISTERD,13260,18991230,15,,EDUCATIONAL,YES,1110328,,100000,3.179660,6.480295
964,3943,INSTITUTIONAL,I100000962,,MEDIUM,EDUCATION,,,,REGISTERD,13261,18991230,15,,EDUCATIONAL,YES,1110329,,100000,3.179772,6.480295
965,3944,INSTITUTIONAL,I100000963,,MEDIUM,EDUCATION,,,,REGISTERD,13262,18991230,15,,EDUCATIONAL,YES,1110330,,100000,3.179362,6.480279
966,3945,INSTITUTIONAL,I100000964,,MEDIUM,EDUCATION,,,,REGISTERD,13263,18991230,15,,EDUCATIONAL,YES,1110331,,100000,3.179311,6.480282
967,3946,INSTITUTIONAL,I100000965,,MEDIUM,EDUCATION,,,,REGISTERD,13264,18991230,15,,EDUCATIONAL,YES,1110332,,100000,3.179217,6.480281
968,3947,INSTITUTIONAL,I100000966,,MEDIUM,EDUCATION,,,,REGISTERD,13265,18991230,15,,EDUCATIONAL,YES,1110333,,100000,3.179131,6.480228
969,3948,INSTITUTIONAL,I100000967,,MEDIUM,EDUCATION,,,,REGISTERD,13266,18991230,15,,EDUCATIONAL,YES,1110334,,100000,3.179069,6.479965
